model,register,number,dim_id,dim_label,v_human,v_model,delta_v,se,b_d,score
gemini_3_thinking,academic,015,dim3,NP length,2.969828,4.446927,-1.477100,0.156208,-9.455974,50.263113
gemini_3_thinking,academic,015,dim4,Past tense,0.285714,0.218107,0.067607,0.044566,1.517029,76.337449
gemini_3_thinking,academic,015,dim5,3rd person,26.178010,21.628499,4.549512,1.478331,3.077465,82.620865
gemini_3_thinking,academic,015,dim6,Word length,5.233397,5.567466,-0.334069,0.070790,-4.719186,93.616587
gemini_3_thinking,academic,015,dim7,Complementizers,0.604651,0.596639,0.008013,0.030356,0.263952,98.674855
gemini_3_thinking,academic,015,dim9,Tree depth,9.113208,9.978723,-0.865516,0.213457,-4.054755,90.502621
gemini_3_thinking,academic,015,dim10,LIX readability,44.376204,55.813683,-11.437479,1.445323,-7.913441,74.226098
gemini_3_thinking,academic,015,dim11,Lexical diversity (MTLD),127.188019,174.965795,-47.777776,10.482520,-4.557852,62.435317
gemini_3_thinking,blog,001,dim1,Subject drop,0.051724,0.028302,0.023422,0.012010,1.950246,54.716981
gemini_3_thinking,blog,001,dim2,Subordination,0.534884,0.361607,0.173277,0.027200,6.370540,67.604814
gemini_3_thinking,blog,001,dim3,NP length,3.396226,2.428788,0.967439,0.158667,6.097305,71.514310
gemini_3_thinking,blog,001,dim4,Past tense,0.136364,0.093664,0.042700,0.040521,1.053769,68.686869
gemini_3_thinking,blog,001,dim5,3rd person,29.268293,33.379694,-4.111401,2.697098,-1.524380,85.952712
gemini_3_thinking,blog,001,dim6,Word length,5.274474,4.993757,0.280717,0.055770,5.033428,94.677827
gemini_3_thinking,blog,001,dim7,Complementizers,0.448980,0.843373,-0.394394,0.031747,-12.423034,12.157722
gemini_3_thinking,blog,001,dim9,Tree depth,9.166667,6.712446,2.454220,0.251564,9.755844,73.226687
gemini_3_thinking,blog,001,dim10,LIX readability,44.618968,31.850485,12.768483,1.028855,12.410381,71.383285
gemini_3_thinking,blog,001,dim11,Lexical diversity (MTLD),160.125544,113.684945,46.440599,7.800888,5.953245,70.997383
gemini_3_thinking,blog,002,dim1,Subject drop,0.000000,0.013333,-0.013333,0.012010,-1.110196,0.000000
gemini_3_thinking,blog,002,dim2,Subordination,0.415205,0.488584,-0.073380,0.027200,-2.697820,82.326838
gemini_3_thinking,blog,002,dim3,NP length,3.136752,2.673469,0.463283,0.158667,2.919851,85.230495
gemini_3_thinking,blog,002,dim4,Past tense,0.146552,0.168605,-0.022053,0.040521,-0.544235,84.952120
gemini_3_thinking,blog,002,dim5,3rd person,26.294821,62.861272,-36.566451,2.697098,-13.557703,0.000000
gemini_3_thinking,blog,002,dim6,Word length,5.383410,4.628874,0.754536,0.055770,13.529308,85.984056
gemini_3_thinking,blog,002,dim7,Complementizers,0.470588,0.772727,-0.302139,0.031747,-9.517093,35.795455
gemini_3_thinking,blog,002,dim9,Tree depth,8.015625,8.434211,-0.418586,0.251564,-1.663932,94.777880
gemini_3_thinking,blog,002,dim10,LIX readability,45.540234,34.483944,11.056290,1.028855,10.746207,75.721931
gemini_3_thinking,blog,002,dim11,Lexical diversity (MTLD),181.300912,106.492866,74.808046,7.800888,9.589683,58.738185
gemini_3_thinking,blog,003,dim1,Subject drop,0.031746,0.031746,0.000000,0.012010,0.000000,100.000000
gemini_3_thinking,blog,003,dim2,Subordination,0.406897,0.414530,-0.007633,0.027200,-0.280642,98.124004
gemini_3_thinking,blog,003,dim3,NP length,3.729469,2.991896,0.737572,0.158667,4.648567,80.223125
gemini_3_thinking,blog,003,dim4,Past tense,0.211864,0.078125,0.133739,0.040521,3.300499,36.875000
gemini_3_thinking,blog,003,dim5,3rd person,16.000000,23.832528,-7.832528,2.697098,-2.904058,51.046699
gemini_3_thinking,blog,003,dim6,Word length,5.309091,5.165118,0.143973,0.055770,2.581527,97.288180
gemini_3_thinking,blog,003,dim7,Complementizers,0.526316,0.820513,-0.294197,0.031747,-9.266927,44.102564
gemini_3_thinking,blog,003,dim9,Tree depth,8.307692,7.750000,0.557692,0.251564,2.216899,93.287037
gemini_3_thinking,blog,003,dim10,LIX readability,44.599729,38.198720,6.401008,1.028855,6.221487,85.647876
gemini_3_thinking,blog,003,dim11,Lexical diversity (MTLD),157.471822,152.421431,5.050391,7.800888,0.647412,96.792829
gemini_3_thinking,blog,004,dim1,Subject drop,0.054795,0.013158,0.041637,0.012010,3.466860,24.013158
gemini_3_thinking,blog,004,dim2,Subordination,0.428571,0.415584,0.012987,0.027200,0.477470,96.969697
gemini_3_thinking,blog,004,dim3,NP length,2.774319,2.534629,0.239690,0.158667,1.510650,91.360415
gemini_3_thinking,blog,004,dim4,Past tense,0.237410,0.095344,0.142066,0.040521,3.505998,40.159914
gemini_3_thinking,blog,004,dim5,3rd person,36.555646,30.278232,6.277413,2.697098,2.327470,82.827787
gemini_3_thinking,blog,004,dim6,Word length,5.214087,5.025069,0.189018,0.055770,3.389220,96.374853
gemini_3_thinking,blog,004,dim7,Complementizers,0.581395,0.776000,-0.194605,0.031747,-6.129862,66.528000
gemini_3_thinking,blog,004,dim9,Tree depth,7.384615,7.322957,0.061658,0.251564,0.245099,99.165045
gemini_3_thinking,blog,004,dim10,LIX readability,38.829428,35.610312,3.219116,1.028855,3.128833,91.709598
gemini_3_thinking,blog,004,dim11,Lexical diversity (MTLD),152.315500,129.258499,23.057001,7.800888,2.955689,84.862341
gemini_3_thinking,blog,005,dim1,Subject drop,0.042254,0.038168,0.004086,0.012010,0.340185,90.330789
gemini_3_thinking,blog,005,dim2,Subordination,0.435897,0.486755,-0.050858,0.027200,-1.869785,88.332684
gemini_3_thinking,blog,005,dim3,NP length,2.764706,3.019438,-0.254733,0.158667,-1.605458,90.786269
gemini_3_thinking,blog,005,dim4,Past tense,0.092308,0.068273,0.024035,0.040521,0.593140,73.962517
gemini_3_thinking,blog,005,dim5,3rd person,28.386050,30.782762,-2.396711,2.697098,-0.888626,91.556728
gemini_3_thinking,blog,005,dim6,Word length,5.576177,5.104878,0.471299,0.055770,8.450697,91.547987
gemini_3_thinking,blog,005,dim7,Complementizers,0.472222,0.729730,-0.257508,0.031747,-8.111242,45.468998
gemini_3_thinking,blog,005,dim9,Tree depth,6.948718,7.760563,-0.811845,0.251564,-3.227191,88.316616
gemini_3_thinking,blog,005,dim10,LIX readability,42.148381,39.277003,2.871377,1.028855,2.790847,93.187456
gemini_3_thinking,blog,005,dim11,Lexical diversity (MTLD),203.663225,116.485646,87.177579,7.800888,11.175340,57.195228
gemini_3_thinking,blog,006,dim1,Subject drop,0.058824,0.044503,0.014321,0.012010,1.192426,75.654450
gemini_3_thinking,blog,006,dim2,Subordination,0.306358,0.341193,-0.034834,0.027200,-1.280692,88.629524
gemini_3_thinking,blog,006,dim3,NP length,2.147436,2.189594,-0.042158,0.158667,-0.265705,98.036800
gemini_3_thinking,blog,006,dim4,Past tense,0.208333,0.123355,0.084978,0.040521,2.097139,59.210526
gemini_3_thinking,blog,006,dim5,3rd person,34.482759,49.257905,-14.775146,2.697098,-5.478165,57.152076
gemini_3_thinking,blog,006,dim6,Word length,5.344576,4.830419,0.514157,0.055770,9.219163,90.379837
gemini_3_thinking,blog,006,dim7,Complementizers,0.516129,0.750000,-0.233871,0.031747,-7.366714,54.687500
gemini_3_thinking,blog,006,dim9,Tree depth,5.963636,6.625316,-0.661680,0.251564,-2.630264,88.904755
gemini_3_thinking,blog,006,dim10,LIX readability,35.865746,31.069875,4.795870,1.028855,4.661367,86.628271
gemini_3_thinking,blog,006,dim11,Lexical diversity (MTLD),163.650462,118.165194,45.485267,7.800888,5.830781,72.205842
gemini_3_thinking,blog,007,dim1,Subject drop,0.111111,0.021459,0.089652,0.012010,7.464835,19.313305
gemini_3_thinking,blog,007,dim2,Subordination,0.232044,0.394693,-0.162649,0.027200,-5.979816,29.906025
gemini_3_thinking,blog,007,dim3,NP length,2.107143,2.315981,-0.208838,0.158667,-1.316205,90.089055
gemini_3_thinking,blog,007,dim4,Past tense,0.170068,0.102296,0.067772,0.040521,1.672507,60.150313
gemini_3_thinking,blog,007,dim5,3rd person,26.004728,42.468856,-16.464128,2.697098,-6.104387,36.687944
gemini_3_thinking,blog,007,dim6,Word length,5.354454,4.703939,0.650515,0.055770,11.664143,87.850962
gemini_3_thinking,blog,007,dim7,Complementizers,0.583333,0.784946,-0.201613,0.031747,-6.350615,65.437788
gemini_3_thinking,blog,007,dim9,Tree depth,5.915094,7.489627,-1.574532,0.251564,-6.258970,73.381114
gemini_3_thinking,blog,007,dim10,LIX readability,38.005449,32.437719,5.567730,1.028855,5.411578,85.350181
gemini_3_thinking,blog,007,dim11,Lexical diversity (MTLD),212.033391,91.823043,120.210347,7.800888,15.409828,43.305935
gemini_3_thinking,blog,008,dim1,Subject drop,0.054545,0.021097,0.033448,0.012010,2.785071,38.677918
gemini_3_thinking,blog,008,dim2,Subordination,0.503268,0.468978,0.034290,0.027200,1.260672,93.186558
gemini_3_thinking,blog,008,dim3,NP length,2.884170,2.763399,0.120771,0.158667,0.761163,95.812619
gemini_3_thinking,blog,008,dim4,Past tense,0.328000,0.307203,0.020797,0.040521,0.513231,93.659570
gemini_3_thinking,blog,008,dim5,3rd person,42.657916,38.757632,3.900284,2.697098,1.446104,90.856834
gemini_3_thinking,blog,008,dim6,Word length,5.207985,4.674570,0.533415,0.055770,9.564470,89.757749
gemini_3_thinking,blog,008,dim7,Complementizers,0.463415,0.761194,-0.297779,0.031747,-9.379768,35.742341
gemini_3_thinking,blog,008,dim9,Tree depth,8.557377,7.528226,1.029151,0.251564,4.091010,87.973520
gemini_3_thinking,blog,008,dim10,LIX readability,40.308610,32.262622,8.045988,1.028855,7.820332,80.039034
gemini_3_thinking,blog,008,dim11,Lexical diversity (MTLD),148.330965,99.339728,48.991237,7.800888,6.280213,66.971672
gemini_3_thinking,blog,009,dim1,Subject drop,0.138462,0.038961,0.099500,0.012010,8.284877,28.138528
gemini_3_thinking,blog,009,dim2,Subordination,0.418605,0.528205,-0.109600,0.027200,-4.029478,73.817664
gemini_3_thinking,blog,009,dim3,NP length,2.700730,2.637681,0.063049,0.158667,0.397366,97.665492
gemini_3_thinking,blog,009,dim4,Past tense,0.309091,0.185841,0.123250,0.040521,3.041641,60.124935
gemini_3_thinking,blog,009,dim5,3rd person,21.505376,39.852399,-18.347022,2.697098,-6.802505,14.686347
gemini_3_thinking,blog,009,dim6,Word length,5.668255,4.710833,0.957422,0.055770,17.167191,83.109051
gemini_3_thinking,blog,009,dim7,Complementizers,0.655172,0.742574,-0.087402,0.031747,-2.753075,86.659719
gemini_3_thinking,blog,009,dim9,Tree depth,6.831325,7.670659,-0.839333,0.251564,-3.336459,87.713462
gemini_3_thinking,blog,009,dim10,LIX readability,43.138837,34.912924,8.225913,1.028855,7.995211,80.931537
gemini_3_thinking,blog,009,dim11,Lexical diversity (MTLD),220.649030,92.503095,128.145935,7.800888,16.427096,41.923182
gemini_3_thinking,blog,010,dim1,Subject drop,0.017241,0.038793,-0.021552,0.012010,-1.794497,0.000000
gemini_3_thinking,blog,010,dim2,Subordination,0.402439,0.503802,-0.101363,0.027200,-3.726636,74.812766
gemini_3_thinking,blog,010,dim3,NP length,2.712598,2.826029,-0.113431,0.158667,-0.714900,95.818371
gemini_3_thinking,blog,010,dim4,Past tense,0.578571,0.141350,0.437221,0.040521,10.790001,24.430901
gemini_3_thinking,blog,010,dim5,3rd person,50.293378,44.094067,6.199311,2.697098,2.298512,87.673704
gemini_3_thinking,blog,010,dim6,Word length,5.334267,4.635135,0.699132,0.055770,12.535882,86.893571
gemini_3_thinking,blog,010,dim7,Complementizers,0.365854,0.703704,-0.337850,0.031747,-10.641956,7.654321
gemini_3_thinking,blog,010,dim9,Tree depth,8.050847,7.436735,0.614113,0.251564,2.441178,92.372073
